timestep,action_normalized,requested_battery_power_kw,actual_battery_power_kw,requested_delta_soe_kwh,actual_delta_soe_kwh,soe_kwh,soc,capacity_kwh,power_battery_kw,load_kwh,pv_kwh,net_load_kwh,grid_energy_kwh,grid_buy_kwh,grid_sell_kwh,price,grid_emissions,baseline_step_profit,baseline_step_emissions,reward_profit_component,reward_emission_component,step_profit,total_profit,step_emissions,total_emissions,penalty_soe,penalty_aging,penalty_grid,raw_reward,reward,decision_time_seconds
0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.3274383544921875,0.7758127848307291,0.167,0.0,0.167,0.167,0.167,0.0,0.24614,1.0100194492761367,-0.041105380000000004,0.16867324802911485,0.0,0.0,-0.041105380000000004,-0.041105380000000004,0.16867324802911485,0.16867324802911485,0.0,0.0,0.0,0.0,0.0,0.02989085400008662
1,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.3274383544921875,0.7758127848307291,0.108,0.0,0.108,0.108,0.108,0.0,0.2427899999999999,1.0086042505143096,-0.02622131999999999,0.10892925905554543,0.0,0.0,-0.02622131999999999,-0.06732669999999999,0.10892925905554543,0.2776025070846603,0.0,0.0,0.0,0.0,0.0,0.02939803899994331
2,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.3274383544921875,0.7758127848307291,0.119,0.0,0.119,0.119,0.119,0.0,0.2410399999999999,1.0058577644337745,-0.028683759999999985,0.11969707396761917,0.0,0.0,-0.028683759999999985,-0.09601045999999998,0.11969707396761917,0.39729958105227947,0.0,0.0,0.0,0.0,0.0,0.03398261899997124
3,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.3274383544921875,0.7758127848307291,0.15,0.0,0.15,0.15,0.15,0.0,0.24123,1.0084493370808598,-0.0361845,0.15126740056212898,0.0,0.0,-0.0361845,-0.13219495999999997,0.15126740056212898,0.5485669816144084,0.0,0.0,0.0,0.0,0.0,0.029739779999999882
4,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.3274383544921875,0.7758127848307291,0.109,0.0,0.109,0.109,0.109,0.0,0.2365399999999999,1.0069211806071423,-0.025782859999999987,0.10975440868617851,0.0,0.0,-0.025782859999999987,-0.15797781999999996,0.10975440868617851,0.6583213903005869,0.0,0.0,0.0,0.0,0.0,0.029710779999959414
5,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.3274383544921875,0.7758127848307291,1.442,0.0,1.442,1.442,1.442,0.0,0.23507,1.0086558883254595,-0.33897094,1.4544817909653125,0.0,0.0,-0.33897094,-0.49694876,1.4544817909653125,2.1128031812658996,0.0,0.0,0.0,0.0,0.0,0.029719594999960464
6,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.3274383544921875,0.7758127848307291,0.132,0.0,0.132,0.132,0.132,0.0,0.23101,1.0118638873431471,-0.03049332,0.13356603312929544,0.0,0.0,-0.03049332,-0.52744208,0.13356603312929544,2.246369214395195,0.0,0.0,0.0,0.0,0.0,0.03335343300000204
7,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.3274383544921875,0.7758127848307291,0.133,0.0,0.133,0.133,0.133,0.0,0.22352,1.014524848298966,-0.02972816,0.1349318048237625,0.0,0.0,-0.02972816,-0.55717024,0.1349318048237625,2.3813010192189576,0.0,0.0,0.0,0.0,0.0,0.029651557999841316
8,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.3274383544921875,0.7758127848307291,0.118,0.0,0.118,0.118,0.118,0.0,0.23591,1.0172455154739266,-0.02783738,0.12003497082592333,0.0,0.0,-0.02783738,-0.5850076200000001,0.12003497082592333,2.501335990044881,0.0,0.0,0.0,0.0,0.0,0.02966968700002326
9,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.3274383544921875,0.7758127848307291,0.106,0.0,0.106,0.106,0.106,0.0,0.2391499999999999,1.020054935136801,-0.025349899999999988,0.10812582312450089,0.0,0.0,-0.025349899999999988,-0.6103575200000001,0.10812582312450089,2.6094618131693816,0.0,0.0,0.0,0.0,0.0,0.03018939200001114
